duplicate_url,duplicate_job_id,original_job_id,original_url,similarity
https://vz-b6d8923e-aa7.b-cdn.net/31b658ee-b847-4923-8cd4-edc7a7d9acca/play_1080p.mp4,url_0032,url_0001,https://vz-b6d8923e-aa7.b-cdn.net/278df65b-b80f-4225-b793-29eb632f9b8b/play_1080p.mp4,0.999717
https://vz-e2c60f25-30c.b-cdn.net/afa41f90-e451-4cef-8451-c3a75d8226df/play_1080p.mp4,url_2318,url_0001,https://vz-b6d8923e-aa7.b-cdn.net/278df65b-b80f-4225-b793-29eb632f9b8b/play_1080p.mp4,0.955401
https://vz-e2c60f25-30c.b-cdn.net/63487c2d-47bc-4f32-a6f3-65ae81fc099e/play_1080p.mp4,url_2425,url_0001,https://vz-b6d8923e-aa7.b-cdn.net/278df65b-b80f-4225-b793-29eb632f9b8b/play_1080p.mp4,0.955401
https://vz-fceb2191-264.b-cdn.net/915b5583-5180-4136-9153-b6fa4f47546a/play_1080p.mp4,url_6402,url_0001,https://vz-b6d8923e-aa7.b-cdn.net/278df65b-b80f-4225-b793-29eb632f9b8b/play_1080p.mp4,0.985339
https://vz-e2c60f25-30c.b-cdn.net/85a3485b-73ac-4daa-8480-e99664d5b888/play_1080p.mp4,url_0087,url_0007,https://vz-b6d8923e-aa7.b-cdn.net/344dc70e-af80-46d6-8bda-e2e1a73211e7/play_1080p.mp4,0.986490
https://vz-fceb2191-264.b-cdn.net/42d383e3-eabf-4d14-9676-2cf2c55fc142/play_1080p.mp4,url_0747,url_0007,https://vz-b6d8923e-aa7.b-cdn.net/344dc70e-af80-46d6-8bda-e2e1a73211e7/play_1080p.mp4,0.997964
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Sou_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931360000,url_0014,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.999848
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_5000_2398_192_48000_-22.mp4?cb=1760931060000,url_0118,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.996819
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Sou_1920_1080_9000_2398_128_44100_-22.mp4?cb=1760931360000,url_0229,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.998604
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Sou_1920_1080_5000_2398_192_48000_-22.mp4?cb=1760931360000,url_0593,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.997772
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_9000_2398_128_44100_-22.mp4?cb=1760931060000,url_0786,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,1.000000
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Sou_1280_720_2000_2398_192_48000_-22.mp4?cb=1760931360000,url_2237,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.988705
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1280_720_2000_2398_192_48000_-22.mp4?cb=1760931060000,url_2773,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.992093
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_854_480_700_2398_192_48000_-22.mp4?cb=1760931060000,url_0078,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.980268
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Sou_854_480_700_2398_192_48000_-22.mp4?cb=1760931360000,url_0144,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.971357
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_640_360_600_2398_192_44100_-22.mp4?cb=1760931060000,url_2270,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.974319
https://cdn.flashtalking.com/216274/OMONike_tagon10s_Sou_640_360_600_2398_192_44100_-22.mp4?cb=1760931360000,url_5198,url_0008,https://cdn.flashtalking.com/216274/OMONike_tagon10s_Nor_1920_1080_15100_2398_256_48000_-22.mp4?cb=1760931060000,0.960161
https://vz-b6d8923e-aa7.b-cdn.net/43ad5a6d-fa51-489c-b6df-2744b32d2fef/play_1080p.mp4,url_0041,url_0009,https://vz-b6d8923e-aa7.b-cdn.net/370285f1-8737-49dc-97eb-b79518c7efe2/play_1080p.mp4,0.999782
https://vz-e2c60f25-30c.b-cdn.net/67d74188-0a83-4292-abf7-9cd1b718008f/play_1080p.mp4,url_1752,url_0009,https://vz-b6d8923e-aa7.b-cdn.net/370285f1-8737-49dc-97eb-b79518c7efe2/play_1080p.mp4,0.983831
https://vz-e2c60f25-30c.b-cdn.net/528c62da-ec89-4403-ab04-b34c5dfe196b/play_1080p.mp4,url_5399,url_0009,https://vz-b6d8923e-aa7.b-cdn.net/370285f1-8737-49dc-97eb-b79518c7efe2/play_1080p.mp4,0.983831
https://vz-66d6b6ac-d6f.b-cdn.net/581d4718-2fe8-4973-a630-c2d24058ec4d/play_1080p.mp4,url_6530,url_0009,https://vz-b6d8923e-aa7.b-cdn.net/370285f1-8737-49dc-97eb-b79518c7efe2/play_1080p.mp4,0.995751
https://vz-fceb2191-264.b-cdn.net/af5a6df3-48ec-4ec4-9f87-54af30d25835/play_1080p.mp4,url_10706,url_0009,https://vz-b6d8923e-aa7.b-cdn.net/370285f1-8737-49dc-97eb-b79518c7efe2/play_1080p.mp4,0.995561
https://cdn.flashtalking.com/222643/DOWNY-OVERNIGHT-North-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1759120080000,url_0028,url_0011,https://cdn.flashtalking.com/222643/DOWNY-OVERNIGHT-South-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1760070540000,1.000000
https://cdn.flashtalking.com/222643/DOWNY-OVERNIGHT-North-21s-R_640_360_600_3000_128_44100_null.mp4?cb=1759120080000,url_0285,url_0011,https://cdn.flashtalking.com/222643/DOWNY-OVERNIGHT-South-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1760070540000,0.960214
https://cdn.flashtalking.com/222643/DOWNY-OVERNIGHT-South-21s-R_640_360_600_3000_128_44100_null.mp4?cb=1760070540000,url_0318,url_0011,https://cdn.flashtalking.com/222643/DOWNY-OVERNIGHT-South-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1760070540000,0.960214
https://ads-cdn.fptplay.net/static/banner/2025/09/05_68ba6bd510013f000116ffb2.mp4,url_0022,url_0016,https://ads-cdn.fptplay.net/static/banner/2025/09/05_68ba6b9110013f00011e610b.mp4,1.000000
https://cdn.flashtalking.com/222645/DOWNY-RAINY-SEASON-North-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1759139940000,url_0211,url_0017,https://cdn.flashtalking.com/222645/DOWNY-RAINY-SEASON-South-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1760070540000,0.999929
https://cdn.flashtalking.com/222645/DOWNY-RAINY-SEASON-South-21s-R_640_360_600_3000_128_44100_null.mp4?cb=1760070540000,url_0442,url_0017,https://cdn.flashtalking.com/222645/DOWNY-RAINY-SEASON-South-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1760070540000,0.956481
https://cdn.flashtalking.com/222645/DOWNY-RAINY-SEASON-North-21s-R_640_360_600_3000_128_44100_null.mp4?cb=1759139940000,url_1626,url_0017,https://cdn.flashtalking.com/222645/DOWNY-RAINY-SEASON-South-21s-R_1920_1080_1500_3000_128_48000_null.mp4?cb=1760070540000,0.956481
https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_S_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,url_0026,url_0019,https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,0.999706
https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_854_480_700_2398_192_48000_-22.mp4?cb=1761202860000,url_0053,url_0019,https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,0.975747
https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_S_854_480_700_2398_192_48000_-22.mp4?cb=1761202860000,url_0177,url_0019,https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,0.975747
https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_S_640_360_600_2398_192_44100_-22.mp4?cb=1761202860000,url_0192,url_0019,https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,0.980339
https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_9000_2398_128_44100_-22.mp4?cb=1761202860000,url_0270,url_0019,https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,1.000000
https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_5000_2398_192_48000_-22.mp4?cb=1761202860000,url_0286,url_0019,https://cdn.flashtalking.com/226240/Comfort_30s_2025_10_23_OTT_N_1920_1080_15100_2398_256_48000_-22.mp4?cb=1761202860000,0.995297
